date,date_time,home_team,away_team,venue,home_score,away_score,margin,outcome,final,home_odds,away_odds
2018-07-15,2018-07-15 15:20:00,North Melbourne,Sydney,Marvel Stadium,98,104,-6,0.0,False,1.87,1.91
2018-07-20,2018-07-20 19:50:00,St Kilda,Richmond,Marvel Stadium,57,111,-54,0.0,False,5.23,1.15
2018-07-21,2018-07-21 13:45:00,Collingwood,North Melbourne,MCG,130,64,66,1.0,False,1.47,2.62
2018-07-21,2018-07-21 14:10:00,Sydney,Gold Coast,SCG,64,88,-24,0.0,False,1.02,12.27
2018-07-21,2018-07-21 16:35:00,Essendon,Fremantle,Marvel Stadium,99,70,29,1.0,False,1.11,6.07
2018-07-21,2018-07-21 19:25:00,Brisbane,Adelaide,Gabba,88,93,-5,0.0,False,2.27,1.62
2018-07-21,2018-07-21 19:25:00,Geelong,Melbourne,GMHBA Stadium,100,98,2,1.0,False,1.5,2.55
2018-07-22,2018-07-22 13:10:00,Carlton,Hawthorn,Marvel Stadium,52,124,-72,0.0,False,5.47,1.14
2018-07-22,2018-07-22 13:20:00,West Coast,Western Bulldogs,Optus Stadium,100,46,54,1.0,False,1.12,5.94
2018-07-22,2018-07-22 16:10:00,Port Adelaide,GWS Giants,Adelaide Oval,58,80,-22,0.0,False,1.59,2.32
2018-07-27,2018-07-27 19:50:00,Essendon,Sydney,Marvel Stadium,109,66,43,1.0,False,1.67,2.17
2018-07-28,2018-07-28 13:45:00,Richmond,Collingwood,MCG,105,77,28,1.0,False,1.35,3.19
2018-07-28,2018-07-28 14:10:00,Geelong,Brisbane,GMHBA Stadium,120,78,42,1.0,False,1.17,4.95
2018-07-28,2018-07-28 16:35:00,GWS Giants,St Kilda,ENGIE Stadium,86,61,25,1.0,False,1.12,6.12
2018-07-28,2018-07-28 19:10:00,Adelaide,Melbourne,Adelaide Oval,77,90,-13,0.0,False,1.69,2.15
2018-07-28,2018-07-28 19:25:00,Gold Coast,Carlton,People First Stadium,44,79,-35,0.0,False,1.33,3.27
2018-07-29,2018-07-29 13:10:00,North Melbourne,West Coast,Ninja Stadium,81,41,40,1.0,False,1.68,2.16
2018-07-29,2018-07-29 14:40:00,Fremantle,Hawthorn,Optus Stadium,53,112,-59,0.0,False,3.0,1.38
2018-07-29,2018-07-29 15:20:00,Western Bulldogs,Port Adelaide,Mars Stadium,34,78,-44,0.0,False,3.54,1.29
2018-08-03,2018-08-03 19:50:00,Richmond,Geelong,MCG,85,82,3,1.0,False,1.4,2.87
2018-08-04,2018-08-04 13:45:00,Hawthorn,Essendon,MCG,107,103,4,1.0,False,2.04,1.75
2018-08-04,2018-08-04 14:10:00,Brisbane,North Melbourne,Gabba,104,107,-3,0.0,False,1.71,2.1
2018-08-04,2018-08-04 16:35:00,Adelaide,Port Adelaide,Adelaide Oval,96,93,3,1.0,False,2.02,1.77
2018-08-04,2018-08-04 19:25:00,St Kilda,Western Bulldogs,Marvel Stadium,68,103,-35,0.0,False,1.56,2.39
2018-08-04,2018-08-04 19:25:00,Sydney,Collingwood,SCG,73,71,2,1.0,False,1.64,2.22
2018-08-05,2018-08-05 13:10:00,Carlton,GWS Giants,Marvel Stadium,46,151,-105,0.0,False,7.71,1.07
2018-08-05,2018-08-05 14:40:00,West Coast,Fremantle,Optus Stadium,142,84,58,1.0,False,1.16,5.12
2018-08-05,2018-08-05 15:20:00,Melbourne,Gold Coast,MCG,143,47,96,1.0,False,1.02,11.97
2018-08-10,2018-08-10 19:50:00,Essendon,St Kilda,Marvel Stadium,122,79,43,1.0,False,1.18,4.69
2018-08-11,2018-08-11 13:45:00,Hawthorn,Geelong,MCG,71,60,11,1.0,False,2.51,1.51
2018-08-11,2018-08-11 14:10:00,Gold Coast,Richmond,People First Stadium,51,125,-74,0.0,False,12.48,1.02
2018-08-11,2018-08-11 16:05:00,Port Adelaide,West Coast,Adelaide Oval,58,62,-4,0.0,False,1.39,2.95
2018-08-11,2018-08-11 19:25:00,Collingwood,Brisbane,Marvel Stadium,104,73,31,1.0,False,1.25,3.93
2018-08-11,2018-08-11 19:25:00,GWS Giants,Adelaide,Manuka Oval,106,92,14,1.0,False,1.47,2.64
2018-08-12,2018-08-12 13:10:00,North Melbourne,Western Bulldogs,Marvel Stadium,85,92,-7,0.0,False,1.29,3.51
2018-08-12,2018-08-12 14:40:00,Fremantle,Carlton,Optus Stadium,101,72,29,1.0,False,1.26,3.82
2018-08-12,2018-08-12 15:20:00,Melbourne,Sydney,MCG,78,87,-9,0.0,False,1.34,3.21
2018-08-17,2018-08-17 19:50:00,Richmond,Essendon,MCG,81,73,8,1.0,False,1.47,2.67
2018-08-18,2018-08-18 13:45:00,Collingwood,Port Adelaide,MCG,115,64,51,1.0,False,1.44,2.73
2018-08-18,2018-08-18 14:10:00,Geelong,Fremantle,GMHBA Stadium,158,25,133,1.0,False,1.05,9.4
2018-08-18,2018-08-18 16:35:00,GWS Giants,Sydney,ENGIE Stadium,60,80,-20,0.0,False,1.73,2.09
2018-08-18,2018-08-18 19:25:00,Gold Coast,Brisbane,People First Stadium,74,78,-4,0.0,False,4.19,1.22
2018-08-18,2018-08-18 19:25:00,St Kilda,Hawthorn,Marvel Stadium,76,80,-4,0.0,False,5.1,1.16
2018-08-19,2018-08-19 13:10:00,Carlton,Western Bulldogs,Marvel Stadium,49,66,-17,0.0,False,4.27,1.21
2018-08-19,2018-08-19 13:20:00,West Coast,Melbourne,Optus Stadium,91,108,-17,0.0,False,1.7,2.12
2018-08-19,2018-08-19 16:10:00,Adelaide,North Melbourne,Adelaide Oval,86,77,9,1.0,False,1.36,3.09
2018-08-24,2018-08-24 19:50:00,Port Adelaide,Essendon,Adelaide Oval,89,111,-22,0.0,False,1.6,2.3
2018-08-25,2018-08-25 13:45:00,Geelong,Gold Coast,GMHBA Stadium,142,40,102,1.0,False,1.01,14.79
2018-08-25,2018-08-25 13:45:00,Richmond,Western Bulldogs,MCG,98,95,3,1.0,False,1.09,6.89
2018-08-25,2018-08-25 16:35:00,Fremantle,Collingwood,Optus Stadium,67,76,-9,0.0,False,5.15,1.15
2018-08-25,2018-08-25 17:25:00,Carlton,Adelaide,Marvel Stadium,61,165,-104,0.0,False,5.25,1.14
2018-08-25,2018-08-25 19:25:00,Sydney,Hawthorn,SCG,74,83,-9,0.0,False,2.04,1.8
2018-08-26,2018-08-26 13:10:00,Brisbane,West Coast,Gabba,72,98,-26,0.0,False,2.2,1.66
2018-08-26,2018-08-26 15:20:00,Melbourne,GWS Giants,MCG,102,57,45,1.0,False,1.45,2.68
2018-08-26,2018-08-26 16:40:00,St Kilda,North Melbourne,Marvel Stadium,94,117,-23,0.0,False,3.15,1.35
2018-09-06,2018-09-06 19:20:00,Richmond,Hawthorn,MCG,95,64,31,1.0,True,1.43,2.82
2018-09-07,2018-09-07 19:50:00,Melbourne,Geelong,MCG,75,46,29,1.0,True,1.81,1.98
2018-09-08,2018-09-08 16:20:00,Sydney,GWS Giants,SCG,30,79,-49,0.0,True,1.94,1.86
2018-09-08,2018-09-08 18:10:00,West Coast,Collingwood,Optus Stadium,86,70,16,1.0,True,1.61,2.31
2018-09-14,2018-09-14 19:50:00,Hawthorn,Melbourne,MCG,71,104,-33,0.0,True,2.83,1.43
2018-09-15,2018-09-15 19:25:00,Collingwood,GWS Giants,MCG,69,59,10,1.0,True,1.57,2.41
2018-09-21,2018-09-21 19:50:00,Richmond,Collingwood,MCG,58,97,-39,0.0,True,1.39,2.98
2018-09-22,2018-09-22 13:20:00,West Coast,Melbourne,Optus Stadium,121,55,66,1.0,True,1.76,2.06
2018-09-29,2018-09-29 14:30:00,West Coast,Collingwood,MCG,79,74,5,1.0,True,2.24,1.67
2019-03-21,2019-03-21 19:20:00,Carlton,Richmond,MCG,64,97,-33,0.0,False,6.46,1.11
2019-03-22,2019-03-22 19:50:00,Collingwood,Geelong,MCG,65,72,-7,0.0,False,1.55,2.48
2019-03-23,2019-03-23 13:45:00,Melbourne,Port Adelaide,MCG,61,87,-26,0.0,False,1.19,4.76
2019-03-23,2019-03-23 16:05:00,Adelaide,Hawthorn,Adelaide Oval,55,87,-32,0.0,False,1.29,3.64
2019-03-23,2019-03-23 19:20:00,Brisbane,West Coast,Gabba,102,58,44,1.0,False,2.09,1.74
2019-03-23,2019-03-23 19:25:00,Western Bulldogs,Sydney,Marvel Stadium,82,65,17,1.0,False,2.52,1.52
2019-03-24,2019-03-24 13:10:00,St Kilda,Gold Coast,Marvel Stadium,85,84,1,1.0,False,1.23,4.15
2019-03-24,2019-03-24 15:20:00,Fremantle,North Melbourne,Optus Stadium,141,59,82,1.0,False,2.08,1.75
2019-03-24,2019-03-24 15:20:00,GWS Giants,Essendon,ENGIE Stadium,112,40,72,1.0,False,1.77,2.07
2019-03-28,2019-03-28 19:20:00,Richmond,Collingwood,MCG,66,110,-44,0.0,False,1.9,1.91
2019-03-29,2019-03-29 19:50:00,Sydney,Adelaide,SCG,62,88,-26,0.0,False,1.77,2.05
2019-03-30,2019-03-30 16:35:00,Essendon,St Kilda,Marvel Stadium,65,76,-11,0.0,False,1.36,3.21
2019-03-30,2019-03-30 16:40:00,Port Adelaide,Carlton,Adelaide Oval,88,72,16,1.0,False,1.18,4.96
2019-03-30,2019-03-30 17:10:00,West Coast,GWS Giants,Optus Stadium,104,52,52,1.0,False,1.48,2.68
2019-03-30,2019-03-30 19:25:00,Geelong,Melbourne,GMHBA Stadium,126,46,80,1.0,False,1.57,2.41
2019-03-31,2019-03-31 13:10:00,North Melbourne,Brisbane,Marvel Stadium,87,107,-20,0.0,False,1.81,2.0
2019-03-31,2019-03-31 15:20:00,Hawthorn,Western Bulldogs,MCG,87,106,-19,0.0,False,1.4,2.96
2019-03-31,2019-03-31 15:40:00,Gold Coast,Fremantle,People First Stadium,61,58,3,1.0,False,3.02,1.39
2019-04-04,2019-04-04 19:20:00,Adelaide,Geelong,Adelaide Oval,75,99,-24,0.0,False,2.04,1.78
2019-04-05,2019-04-05 19:50:00,Melbourne,Essendon,MCG,112,130,-18,0.0,False,1.45,2.78
2019-04-06,2019-04-06 13:45:00,Carlton,Sydney,Marvel Stadium,74,93,-19,0.0,False,2.73,1.46
2019-04-06,2019-04-06 16:35:00,GWS Giants,Richmond,ENGIE Stadium,125,76,49,1.0,False,1.53,2.54
2019-04-06,2019-04-06 18:25:00,Brisbane,Port Adelaide,Gabba,107,90,17,1.0,False,1.6,2.33
2019-04-06,2019-04-06 19:25:00,Collingwood,West Coast,MCG,76,98,-22,0.0,False,1.38,3.05
2019-04-07,2019-04-07 14:20:00,Western Bulldogs,Gold Coast,Marvel Stadium,68,73,-5,0.0,False,1.19,4.75
2019-04-07,2019-04-07 15:20:00,Fremantle,St Kilda,Optus Stadium,71,66,5,1.0,False,1.37,3.1
2019-04-07,2019-04-07 15:20:00,Hawthorn,North Melbourne,MCG,87,71,16,1.0,False,1.51,2.57
2019-04-11,2019-04-11 19:20:00,Sydney,Melbourne,SCG,78,100,-22,0.0,False,1.71,2.13
2019-04-12,2019-04-12 19:50:00,Collingwood,Western Bulldogs,MCG,78,64,14,1.0,False,1.28,3.68
2019-04-13,2019-04-13 13:45:00,Geelong,GWS Giants,GMHBA Stadium,75,79,-4,0.0,False,1.43,2.79
2019-04-13,2019-04-13 14:10:00,Essendon,Brisbane,MCG,112,65,47,1.0,False,1.75,2.07
2019-04-13,2019-04-13 16:05:00,Port Adelaide,Richmond,Adelaide Oval,92,99,-7,0.0,False,1.29,3.6
2019-04-13,2019-04-13 18:10:00,West Coast,Fremantle,Optus Stadium,69,56,13,1.0,False,1.12,6.03
2019-04-13,2019-04-13 19:25:00,North Melbourne,Adelaide,Marvel Stadium,71,59,12,1.0,False,1.84,1.95
2019-04-14,2019-04-14 14:40:00,Gold Coast,Carlton,People First Stadium,59,57,2,1.0,False,1.71,2.13
2019-04-14,2019-04-14 15:20:00,St Kilda,Hawthorn,Marvel Stadium,74,69,5,1.0,False,2.64,1.47
2019-04-18,2019-04-18 19:35:00,Brisbane,Collingwood,Gabba,61,123,-62,0.0,False,2.25,1.64
2019-04-19,2019-04-19 16:20:00,North Melbourne,Essendon,Marvel Stadium,58,116,-58,0.0,False,2.19,1.67
2019-04-19,2019-04-19 18:10:00,West Coast,Port Adelaide,Optus Stadium,53,95,-42,0.0,False,1.25,3.89
2019-04-20,2019-04-20 13:45:00,GWS Giants,Fremantle,Manuka Oval,82,106,-24,0.0,False,1.14,5.57
2019-04-20,2019-04-20 16:35:00,Melbourne,St Kilda,MCG,55,95,-40,0.0,False,1.42,2.88
2019-04-20,2019-04-20 19:25:00,Richmond,Sydney,Marvel Stadium,89,67,22,1.0,False,1.45,2.75
2019-04-21,2019-04-21 13:10:00,Western Bulldogs,Carlton,Marvel Stadium,57,101,-44,0.0,False,1.36,3.14
2019-04-21,2019-04-21 16:10:00,Adelaide,Gold Coast,Adelaide Oval,119,46,73,1.0,False,1.18,4.82
2019-04-22,2019-04-22 15:20:00,Hawthorn,Geelong,MCG,90,113,-23,0.0,False,2.65,1.48
2019-04-24,2019-04-24 19:35:00,Richmond,Melbourne,MCG,85,42,43,1.0,False,1.48,2.64
2019-04-25,2019-04-25 15:20:00,Essendon,Collingwood,MCG,69,73,-4,0.0,False,2.53,1.52
2019-04-26,2019-04-26 19:20:00,Port Adelaide,North Melbourne,Adelaide Oval,88,72,16,1.0,False,1.25,3.99
2019-04-27,2019-04-27 13:45:00,Gold Coast,Brisbane,People First Stadium,62,111,-49,0.0,False,2.91,1.4
2019-04-27,2019-04-27 16:35:00,St Kilda,Adelaide,Marvel Stadium,68,97,-29,0.0,False,1.8,2.01
2019-04-27,2019-04-27 18:10:00,Fremantle,Western Bulldogs,Optus Stadium,88,69,19,1.0,False,1.42,2.84
2019-04-27,2019-04-27 19:25:00,Sydney,GWS Giants,SCG,79,120,-41,0.0,False,2.97,1.39
2019-04-28,2019-04-28 15:20:00,Hawthorn,Carlton,UTAS Stadium,93,88,5,1.0,False,1.31,3.36
2019-04-28,2019-04-28 16:40:00,Geelong,West Coast,GMHBA Stadium,104,46,58,1.0,False,1.31,3.4
2019-05-03,2019-05-03 19:50:00,Collingwood,Port Adelaide,Marvel Stadium,108,69,39,1.0,False,1.31,3.47
2019-05-04,2019-05-04 13:45:00,GWS Giants,St Kilda,Manuka Oval,114,70,44,1.0,False,1.27,3.74
2019-05-04,2019-05-04 13:45:00,Melbourne,Hawthorn,MCG,79,74,5,1.0,False,2.18,1.68
2019-05-04,2019-05-04 16:35:00,Brisbane,Sydney,Gabba,103,81,22,1.0,False,1.39,2.97
2019-05-04,2019-05-04 18:10:00,West Coast,Gold Coast,Optus Stadium,80,57,23,1.0,False,1.06,9.05
2019-05-04,2019-05-04 19:25:00,Western Bulldogs,Richmond,Marvel Stadium,99,52,47,1.0,False,2.85,1.42
2019-05-05,2019-05-05 13:10:00,Carlton,North Melbourne,Marvel Stadium,62,120,-58,0.0,False,2.56,1.5
2019-05-05,2019-05-05 15:20:00,Geelong,Essendon,MCG,86,54,32,1.0,False,1.62,2.29
2019-05-05,2019-05-05 16:10:00,Adelaide,Fremantle,Adelaide Oval,51,34,17,1.0,False,1.32,3.38
2019-05-10,2019-05-10 19:50:00,Sydney,Essendon,SCG,77,72,5,1.0,False,2.7,1.46
2019-05-11,2019-05-11 13:45:00,Carlton,Collingwood,MCG,87,106,-19,0.0,False,6.56,1.11
2019-05-11,2019-05-11 13:45:00,Western Bulldogs,Brisbane,Marvel Stadium,92,76,16,1.0,False,1.65,2.22
2019-05-11,2019-05-11 16:35:00,Gold Coast,Melbourne,People First Stadium,60,61,-1,0.0,False,3.0,1.38
2019-05-11,2019-05-11 19:10:00,Port Adelaide,Adelaide,Adelaide Oval,68,88,-20,0.0,False,2.27,1.62
2019-05-11,2019-05-11 19:25:00,St Kilda,West Coast,Marvel Stadium,70,88,-18,0.0,False,2.03,1.78
2019-05-12,2019-05-12 13:10:00,North Melbourne,Geelong,Marvel Stadium,80,104,-24,0.0,False,3.72,1.27
2019-05-12,2019-05-12 15:20:00,Fremantle,Richmond,Optus Stadium,86,111,-25,0.0,False,1.6,2.32
2019-05-12,2019-05-12 15:20:00,Hawthorn,GWS Giants,MCG,71,38,33,1.0,False,2.32,1.61
2019-05-17,2019-05-17 20:10:00,West Coast,Melbourne,Optus Stadium,85,69,16,1.0,False,1.27,3.72
2019-05-18,2019-05-18 13:45:00,Collingwood,St Kilda,MCG,112,71,41,1.0,False,1.23,4.09
2019-05-18,2019-05-18 14:10:00,Brisbane,Adelaide,Gabba,93,92,1,1.0,False,1.73,2.08
2019-05-18,2019-05-18 16:35:00,Geelong,Western Bulldogs,GMHBA Stadium,133,89,44,1.0,False,1.2,4.53
2019-05-18,2019-05-18 19:25:00,North Melbourne,Sydney,Ninja Stadium,72,77,-5,0.0,False,1.41,2.93
2019-05-18,2019-05-18 19:35:00,Essendon,Fremantle,Marvel Stadium,60,53,7,1.0,False,1.44,2.78
2019-05-19,2019-05-19 12:40:00,Port Adelaide,Gold Coast,Adelaide Oval,89,51,38,1.0,False,1.2,4.52
2019-05-19,2019-05-19 15:20:00,Richmond,Hawthorn,MCG,95,59,36,1.0,False,1.74,2.07
2019-05-19,2019-05-19 16:40:00,GWS Giants,Carlton,ENGIE Stadium,138,45,93,1.0,False,1.1,6.73
2019-05-24,2019-05-24 19:50:00,Sydney,Collingwood,SCG,73,80,-7,0.0,False,2.77,1.44
2019-05-25,2019-05-25 13:45:00,Hawthorn,Port Adelaide,UTAS Stadium,80,49,31,1.0,False,1.7,2.14
2019-05-25,2019-05-25 14:10:00,Western Bulldogs,North Melbourne,Marvel Stadium,90,115,-25,0.0,False,1.6,2.31
2019-05-25,2019-05-25 16:05:00,Adelaide,West Coast,Adelaide Oval,73,85,-12,0.0,False,1.55,2.43
2019-05-25,2019-05-25 19:25:00,Gold Coast,Geelong,People First Stadium,64,91,-27,0.0,False,6.24,1.12
2019-05-25,2019-05-25 19:25:00,Richmond,Essendon,MCG,73,50,23,1.0,False,1.63,2.26
2019-05-26,2019-05-26 13:10:00,Melbourne,GWS Giants,MCG,68,94,-26,0.0,False,2.48,1.54
2019-05-26,2019-05-26 15:20:00,Fremantle,Brisbane,Optus Stadium,73,72,1,1.0,False,1.68,2.17
2019-05-26,2019-05-26 15:20:00,St Kilda,Carlton,Marvel Stadium,68,55,13,1.0,False,1.5,2.57
2019-05-31,2019-05-31 19:50:00,North Melbourne,Richmond,Marvel Stadium,99,62,37,1.0,False,3.01,1.38
2019-06-01,2019-06-01 13:45:00,Collingwood,Fremantle,MCG,75,79,-4,0.0,False,1.15,5.42
2019-06-01,2019-06-01 13:45:00,GWS Giants,Gold Coast,ENGIE Stadium,126,43,83,1.0,False,1.04,10.71
2019-06-01,2019-06-01 16:35:00,Geelong,Sydney,GMHBA Stadium,85,63,22,1.0,False,1.16,5.15
2019-06-01,2019-06-01 19:10:00,Melbourne,Adelaide,TIO Stadium,88,90,-2,0.0,False,2.4,1.56
2019-06-01,2019-06-01 19:25:00,Brisbane,Hawthorn,Gabba,85,66,19,1.0,False,1.63,2.26
2019-06-02,2019-06-02 12:40:00,St Kilda,Port Adelaide,Jiangwan Sports Centre,69,139,-70,0.0,False,3.17,1.35
2019-06-02,2019-06-02 15:20:00,Essendon,Carlton,MCG,74,33,41,1.0,False,1.41,2.87
2019-06-02,2019-06-02 15:20:00,West Coast,Western Bulldogs,Optus Stadium,133,72,61,1.0,False,1.23,4.14
2019-06-07,2019-06-07 19:50:00,Richmond,Geelong,MCG,37,104,-67,0.0,False,2.91,1.41
2019-06-08,2019-06-08 13:45:00,Carlton,Brisbane,Marvel Stadium,78,63,15,1.0,False,2.8,1.43
2019-06-08,2019-06-08 16:35:00,Gold Coast,North Melbourne,People First Stadium,72,99,-27,0.0,False,3.17,1.35
2019-06-08,2019-06-08 19:10:00,Adelaide,GWS Giants,Adelaide Oval,82,61,21,1.0,False,1.86,1.93
2019-06-09,2019-06-09 15:20:00,Sydney,West Coast,SCG,116,71,45,1.0,False,1.88,1.9
2019-06-10,2019-06-10 15:20:00,Collingwood,Melbourne,MCG,98,57,41,1.0,False,1.43,2.8
2019-06-13,2019-06-13 19:20:00,Adelaide,Richmond,Adelaide Oval,101,68,33,1.0,False,1.21,4.48
2019-06-14,2019-06-14 19:50:00,Essendon,Hawthorn,Marvel Stadium,96,77,19,1.0,False,1.66,2.21
2019-06-15,2019-06-15 13:45:00,Gold Coast,St Kilda,Riverway Stadium,76,80,-4,0.0,False,2.47,1.54
2019-06-15,2019-06-15 14:35:00,Fremantle,Port Adelaide,Optus Stadium,100,79,21,1.0,False,1.82,1.98
2019-06-15,2019-06-15 19:25:00,Carlton,Western Bulldogs,Marvel Stadium,100,103,-3,0.0,False,2.62,1.49
2019-06-16,2019-06-16 15:20:00,North Melbourne,GWS Giants,Ninja Stadium,68,91,-23,0.0,False,2.54,1.51
2019-06-20,2019-06-20 18:10:00,West Coast,Essendon,Optus Stadium,106,71,35,1.0,False,1.38,3.01
2019-06-21,2019-06-21 19:50:00,Sydney,Hawthorn,SCG,82,63,19,1.0,False,1.51,2.54
2019-06-22,2019-06-22 13:45:00,Melbourne,Fremantle,MCG,85,71,14,1.0,False,1.57,2.38
2019-06-22,2019-06-22 16:35:00,St Kilda,Brisbane,Marvel Stadium,59,115,-56,0.0,False,2.13,1.7
2019-06-22,2019-06-22 19:10:00,Port Adelaide,Geelong,Adelaide Oval,67,56,11,1.0,False,2.71,1.45
2019-06-23,2019-06-23 15:20:00,Western Bulldogs,Collingwood,Marvel Stadium,73,82,-9,0.0,False,3.56,1.29
2019-06-27,2019-06-27 19:20:00,Essendon,GWS Giants,Marvel Stadium,77,71,6,1.0,False,2.25,1.63
2019-06-28,2019-06-28 19:50:00,Geelong,Adelaide,GMHBA Stadium,96,69,27,1.0,False,1.25,3.94
2019-06-29,2019-06-29 13:45:00,Hawthorn,West Coast,MCG,71,77,-6,0.0,False,2.14,1.7
2019-06-29,2019-06-29 16:35:00,Sydney,Gold Coast,SCG,93,51,42,1.0,False,1.13,5.67
2019-06-29,2019-06-29 19:10:00,Port Adelaide,Western Bulldogs,Adelaide Oval,41,66,-25,0.0,False,1.31,3.42
2019-06-29,2019-06-29 19:25:00,Collingwood,North Melbourne,Marvel Stadium,37,81,-44,0.0,False,1.33,3.25
2019-06-30,2019-06-30 13:10:00,St Kilda,Richmond,Marvel Stadium,70,103,-33,0.0,False,3.33,1.33
2019-06-30,2019-06-30 15:20:00,Brisbane,Melbourne,Gabba,107,74,33,1.0,False,1.51,2.54
2019-06-30,2019-06-30 15:20:00,Fremantle,Carlton,Optus Stadium,75,79,-4,0.0,False,1.15,5.57
2019-07-05,2019-07-05 19:50:00,Hawthorn,Collingwood,MCG,67,63,4,1.0,False,2.65,1.47
2019-07-06,2019-07-06 13:45:00,Essendon,Sydney,MCG,76,66,10,1.0,False,1.51,2.54
2019-07-06,2019-07-06 14:10:00,Gold Coast,Richmond,People First Stadium,58,150,-92,0.0,False,4.57,1.19
2019-07-06,2019-07-06 16:35:00,Adelaide,Port Adelaide,Adelaide Oval,44,101,-57,0.0,False,1.66,2.21
2019-07-06,2019-07-06 18:10:00,Fremantle,West Coast,Optus Stadium,31,122,-91,0.0,False,2.77,1.44
2019-07-06,2019-07-06 19:25:00,Western Bulldogs,Geelong,Marvel Stadium,71,55,16,1.0,False,3.66,1.28
2019-07-07,2019-07-07 13:10:00,Carlton,Melbourne,MCG,100,105,-5,0.0,False,2.92,1.4
2019-07-07,2019-07-07 15:20:00,North Melbourne,St Kilda,Ninja Stadium,112,73,39,1.0,False,1.28,3.68
2019-07-07,2019-07-07 16:40:00,GWS Giants,Brisbane,ENGIE Stadium,74,94,-20,0.0,False,1.36,3.12
2019-07-12,2019-07-12 18:10:00,West Coast,Collingwood,Optus Stadium,77,78,-1,0.0,False,1.25,3.86
2019-07-13,2019-07-13 13:45:00,Sydney,Carlton,SCG,62,69,-7,0.0,False,1.27,3.7
2019-07-13,2019-07-13 14:10:00,Hawthorn,Fremantle,UTAS Stadium,84,53,31,1.0,False,1.43,2.83
2019-07-13,2019-07-13 16:35:00,Essendon,North Melbourne,Marvel Stadium,86,81,5,1.0,False,1.98,1.81
2019-07-13,2019-07-13 19:25:00,Geelong,St Kilda,GMHBA Stadium,84,57,27,1.0,False,1.07,8.07
2019-07-13,2019-07-13 19:25:00,Gold Coast,Adelaide,People First Stadium,56,151,-95,0.0,False,5.49,1.15
2019-07-14,2019-07-14 13:10:00,Richmond,GWS Giants,MCG,94,67,27,1.0,False,1.45,2.72
2019-07-14,2019-07-14 15:20:00,Western Bulldogs,Melbourne,Marvel Stadium,74,66,8,1.0,False,1.75,2.02
2019-07-14,2019-07-14 16:10:00,Port Adelaide,Brisbane,Adelaide Oval,49,97,-48,0.0,False,1.43,2.84
2019-07-19,2019-07-19 19:20:00,Adelaide,Essendon,Adelaide Oval,75,96,-21,0.0,False,1.32,3.33
2019-07-20,2019-07-20 13:45:00,Richmond,Port Adelaide,MCG,101,63,38,1.0,False,1.36,3.13
2019-07-20,2019-07-20 14:10:00,Carlton,Gold Coast,Marvel Stadium,99,75,24,1.0,False,1.17,4.94
2019-07-20,2019-07-20 16:35:00,GWS Giants,Collingwood,ENGIE Stadium,122,75,47,1.0,False,2.04,1.76
2019-07-20,2019-07-20 18:10:00,Fremantle,Sydney,Optus Stadium,52,51,1,1.0,False,1.74,2.08
2019-07-20,2019-07-20 19:25:00,Brisbane,North Melbourne,Gabba,87,75,12,1.0,False,1.41,2.85
2019-07-21,2019-07-21 13:10:00,Geelong,Hawthorn,MCG,61,85,-24,0.0,False,1.4,2.95
2019-07-21,2019-07-21 14:50:00,Melbourne,West Coast,Traeger Park,78,91,-13,0.0,False,2.6,1.49
2019-07-21,2019-07-21 16:40:00,St Kilda,Western Bulldogs,Marvel Stadium,116,89,27,1.0,False,2.74,1.45
2019-07-26,2019-07-26 19:50:00,Collingwood,Richmond,MCG,66,98,-32,0.0,False,2.36,1.58
2019-07-27,2019-07-27 13:45:00,Hawthorn,Brisbane,UTAS Stadium,60,87,-27,0.0,False,1.79,2.01
2019-07-27,2019-07-27 14:10:00,Carlton,Adelaide,MCG,87,60,27,1.0,False,2.51,1.52
2019-07-27,2019-07-27 14:35:00,West Coast,North Melbourne,Optus Stadium,121,72,49,1.0,False,1.45,2.73
2019-07-27,2019-07-27 19:10:00,Port Adelaide,GWS Giants,Adelaide Oval,55,56,-1,0.0,False,1.84,1.95
2019-07-27,2019-07-27 19:25:00,St Kilda,Melbourne,Marvel Stadium,104,85,19,1.0,False,1.94,1.85
2019-07-28,2019-07-28 13:10:00,Western Bulldogs,Fremantle,Marvel Stadium,113,66,47,1.0,False,1.47,2.67
2019-07-28,2019-07-28 15:20:00,Sydney,Geelong,SCG,80,107,-27,0.0,False,2.68,1.46
2019-07-28,2019-07-28 16:30:00,Gold Coast,Essendon,People First Stadium,96,106,-10,0.0,False,5.21,1.16
2019-08-02,2019-08-02 19:50:00,North Melbourne,Hawthorn,Marvel Stadium,86,64,22,1.0,False,1.78,2.01
2019-08-03,2019-08-03 13:45:00,Essendon,Port Adelaide,Marvel Stadium,67,126,-59,0.0,False,1.63,2.26
2019-08-03,2019-08-03 14:10:00,GWS Giants,Sydney,ENGIE Stadium,83,81,2,1.0,False,1.35,3.16
2019-08-03,2019-08-03 14:35:00,Fremantle,Geelong,Optus Stadium,95,61,34,1.0,False,3.63,1.28
2019-08-03,2019-08-03 19:10:00,Adelaide,St Kilda,Adelaide Oval,92,70,22,1.0,False,1.32,3.35
2019-08-03,2019-08-03 19:25:00,Melbourne,Richmond,MCG,60,93,-33,0.0,False,4.73,1.19
